0,0,0,0,0
0.12188,0.51249,0.55332,-0.72266,-0.86584
0.35931,0.74175,0.77962,-1.3795,-1.6492
0.49219,0.79643,0.82392,-1.6842,-2.011
0.41513,0.76883,0.80286,-1.5106,-1.8051
0.18766,0.60342,0.64653,-0.92963,-1.1131
0.010773,0.1743,0.19148,-0.19263,-0.23114
0.065911,-0.51044,-0.57075,0.39756,0.47774
0.29422,-1.219,-1.3774,0.70085,0.84276
0.47433,-1.6446,-1.8672,0.79094,0.95127
0.4579,-1.6079,-1.8248,0.78542,0.94463
0.25747,-1.1237,-1.2682,0.67227,0.80835
0.042,-0.39821,-0.44429,0.32648,0.39227
0.02497,0.25808,0.28257,-0.30063,-0.36063
0.22462,0.64258,0.68564,-1.0348,-1.2386
0.43968,0.77876,0.81085,-1.5668,-1.8717
0.48488,0.79424,0.82241,-1.668,-1.9919
0.32561,0.72197,0.76173,-1.2975,-1.5516
0.090573,0.45449,0.49262,-0.61008,-0.7312
0.0030594,-0.10036,-0.11121,0.095164,0.11427
0.15597,-0.83376,-0.93727,0.56369,0.67763
0.39038,-1.4531,-1.6465,0.75764,0.91116
0.49444,-1.6891,-1.9186,0.79708,0.95868
0.38688,-1.4449,-1.637,0.75596,0.90913
0.15184,-0.8208,-0.92253,0.55801,0.6708
0.002383,-0.088307,-0.097819,0.084257,0.10118
0.094085,0.46168,0.50018,-0.62337,-0.74709
0.32969,0.72452,0.76407,-1.3076,-1.5636
0.486,0.79458,0.82265,-1.6705,-1.9948
0.43699,0.77773,0.81004,-1.5607,-1.8645
0.22024,0.63828,0.68139,-1.0226,-1.2241
0.02301,0.24856,0.27225,-0.28776,-0.34521
0.044569,-0.41134,-0.45906,0.33521,0.40275
0.26184,-1.1352,-1.2814,0.67591,0.81273
0.46007,-1.6128,-1.8305,0.78618,0.94554
0.47264,-1.6408,-1.8629,0.79039,0.95062
0.28995,-1.2081,-1.3649,0.69775,0.83903
0.062862,-0.49718,-0.55578,0.38956,0.46811
0.012149,0.1845,0.2026,-0.20517,-0.24618
0.19197,0.60835,0.65149,-0.94221,-1.1281
0.41822,0.77015,0.80394,-1.5178,-1.8135
0.49159,0.79625,0.8238,-1.6828,-2.0094
0.35547,0.73964,0.77774,-1.3703,-1.6382
0.11804,0.50602,0.54659,-0.70947,-0.85007
4.2463e-05,-0.011553,-0.01277,0.011481,0.013784
0.12576,-0.73584,-0.82595,0.51887,0.62368
0.36312,-1.3886,-1.5722,0.74381,0.89451
0.49272,-1.6853,-1.9142,0.79658,0.95807
0.41199,-1.5034,-1.7044,0.76748,0.92302
0.18337,-0.91699,-1.0321,0.59841,0.71942
0.0094781,-0.18015,-0.20002,0.16403,0.197
12.071,15.486,19.478,15.486,19.349
12.315,16.511,20.585,14.041,17.618
12.79,16.97,21.037,12.727,16.051
13.056,17.079,21.126,12.118,15.327
12.902,17.024,21.084,12.465,15.739
12.447,16.693,20.771,13.627,17.123
12.093,15.835,19.861,15.101,18.887
12.203,14.465,18.336,16.281,20.305
12.66,13.048,16.723,16.888,21.035
13.02,12.197,15.744,17.068,21.252
12.987,12.27,15.828,17.057,21.238
12.586,13.239,16.942,16.831,20.966
12.155,14.69,18.589,16.139,20.134
12.121,16.002,20.043,14.885,18.628
12.521,16.771,20.849,13.417,16.872
12.951,17.044,21.1,12.353,15.606
13.041,17.075,21.123,12.15,15.365
12.723,16.93,21.001,12.891,16.246
12.253,16.395,20.463,14.266,17.887
12.078,15.286,19.256,15.677,19.578
12.383,13.819,17.603,16.614,20.704
12.852,12.58,16.185,17.002,21.172
13.06,12.108,15.641,17.08,21.267
12.845,12.596,16.204,16.998,21.167
12.375,13.845,17.633,16.602,20.691
12.076,15.31,19.282,15.655,19.552
12.26,16.41,20.478,14.239,17.855
12.731,16.935,21.006,12.871,16.222
13.043,17.075,21.123,12.145,15.36
12.945,17.042,21.098,12.365,15.62
12.512,16.763,20.841,13.441,16.901
12.118,15.983,20.022,14.911,18.659
12.161,14.664,18.56,16.157,20.155
12.595,13.216,16.915,16.838,20.975
12.992,12.261,15.817,17.059,21.24
13.017,12.205,15.752,17.067,21.25
12.651,13.07,16.748,16.882,21.027
12.197,14.492,18.366,16.265,20.285
12.096,15.855,19.883,15.076,18.857
12.455,16.703,20.781,13.602,17.093
12.908,17.027,21.086,12.451,15.722
13.055,17.079,21.126,12.121,15.33
12.782,16.966,21.033,12.746,16.073
12.308,16.498,20.571,14.067,17.649
12.072,15.463,19.452,15.509,19.377
12.323,14.015,17.826,16.524,20.597
12.798,12.709,16.334,16.974,21.138
13.057,12.116,15.65,17.079,21.265
12.895,12.479,16.069,17.021,21.195
12.438,13.652,17.414,16.683,20.788
12.09,15.126,19.078,15.814,19.743
